Id,Interview,Prediction
,,
459," Yeah. Gary, thanks very much for the call. __EOS__ There's an element we looked at in the book, about when something like that happens, like the situation that Gary describes - is something happens called personal elevation. And it turns out that clicking with people tends to really bring out the best in us. And even in experiments where they had a group of MBA students who either clicked together or didn't, the MBA students who clicked together, the teams were much more efficient at their task, they were much more effective, they were much more equipped, they were much more supportive. And it turns that there is something about the - even in a battlefield, again, brings out the best in us that we can then endure the situation. __EOS__ We talked about some of the accelerators for clicking. Similarity is one of them. And interestingly, you'd think that it would be the most profound things that are - that need to be similar. You share the same religion, like one of those emailers who called in before - who'd sent in a message before. It isn't necessarily quality. It's quantity. __EOS__ It's a quantity of the similarities, and it can be really silly similarities. In one city, they told people that they had similar fingerprints. Or in another one, they had people with fairly common names. So, say, Neal, you left a room and all of a sudden, you're approached by someone who was wearing a nametag and - also happen to wear a nametag named Neal. So they wouldn't - they excluded anybody with weird names, like Ori and Rom, on there so because... ",0
,,
460," A team only slightly less like General Motors than the New York Yankees, by the way.__EOS__ The University of Kentucky, you mean? Yes, indeed.__EOS__ So - but indeed, the basketball championships are over. I guess we're going to be playing professional basketball until - well, probably mid-summer sometime, but eventually that'll be over, too. The Stanley Cup Finals are just beginning. But Dan Okrent, it's baseball season.__EOS__ Yeah, it's great, and it'll be particularly great when all those other things are done, when all those other back-and-forth sports, as Red Smith called them, have continued - have run their course. And then we'll have that period for about six weeks between the end of hockey and basketball and the time that the NFL players report to camp, and it will be only baseball, and I'll be a very happy man.",0
,,
461," Yeah. Yeah, you can. You can look - I mean, there are certain things, the landscape and the vegetation and your sense of how people might have felt about, for instance, Spartacus. __EOS__ I mean, he sowed terror in the hearts of Romans. You write  His army took prodigious quantities of revenge in death, rape and drink. __EOS__ Yeah, and I know that's not the kind of Kirk Douglas idea, but there's truth to this. Well, obviously, there are many truths to this story. I'm not saying it's the only way to look at it. But if you're on the road, and if you're seeing it through Roman eyes, through the eyes of the people who are living there, and you go to their little houses and their little shops that are - some of them are still being excavated in Capua, you see the guys struggling to make a living; okay, they had slaves. They might not be considered good guys today. But these were guys desperately trying to make something of their lives, and slavery was part of their lives. __EOS__ After leading a rebellion for two years, eventually, Spartacus is defeated by Crassus. He's killed in battle. Crassus decides that all of the rebels who survived should be publicly crucified along the Via Appia, that ancient Roman road, 6,000 of them are crucified. That meant every 40 yards, there was another rebel crucified, and you walked along that path. What was that like? ",0
,,
462," Yeah. I was in a band. I didn't like playing in the band. I didn't like where we were musically. I was very shy. I was a little overweight. But I answered this advertisement, and I went to see the guy in the office. And I said I can sing and I can write songs, and I said but I can't write lyrics.__EOS__ So would it have ever occurred to you to look for a lyricist to collaborate with?__EOS__ Because I knew I couldn't write lyrics.__EOS__ Mm-hmm.",3
,,
463," And how many books do you have left in the reference library? __EOS__ Well, we have only now really a couple of hundred that are just kind of backup in case - I mean, this never happens - the NPR computer goes down, or the power is out. And then there are still a few of our users who do like to use print. __EOS__ Do you still have that great OED on that wooden stand that used to sit in front of the library? __EOS__ No, but we have another. We do have an unabridged dictionary on that. ",0
,,
464," Right. __EOS__ You do. __EOS__ So, well these were - when I first read the Haggadah, it was back in California and I had gone to the local temple and bought a Reconstructionist Haggadah - it's a branch of Judaism - and that was our first Seder. And everybody had views. You know, oh, you left out this part, or, well, you know. Oh, wait a minute, you shouldn't have put that part in. And all of that. __EOS__ Uh-huh. ",0
,,
465," It is, still. __EOS__ The Syracuse paper reported, Society Girls Go to the Wilds of Colorado. __EOS__ Yes, they did, and their parents were shocked and almost didn't allow them to go, even though they were 29 years old. And Rosamund's mother said, when she realized that Roz was serious about this, that she was fully competent to make this decision herself. But it was a long trip across the Great Plains - it took four days. And where they were going, high up in the mountains, it was just a tiny settlement of 25 families or so. __EOS__ Talk about where they lived. ",0
,,
466," Really, one of the coolest aspects of this book is that the students at Brakebills College act like real college students. __EOS__ Elizabeth Hand reviewed ""The Magicians"" in the current issue of Fantasy & Science Fiction Magazine. She says the novel is beautifully written, with well-drawn, believable characters. __EOS__ I mean, these are kids or students who are having relationships with each other. Some of them are having, you know, romantic or sexual relationships. There are students who are gay, as well as straight, students occasionally making references to drugs. This is not your mother's Hogwarts. __EOS__  If you could find them all, if you did destroy each HorcruxÉ_› ",0
,,
467," Let's just go back a little bit and just talk about, you know, the sport as it's meant to be played. You were one of the first American sports columnists to cover soccer, and, in fact, you actually played yourself - you don't probably mind my mentioning - not terribly well.__EOS__ Oh no. I mention it myself. In fact, I got a nice little award for the American Soccer Federation last year, and I got up there, and I said if you had ever seen me play full black for Jamaica High School in the mid-1950s, I guarantee you would not even allow me up on this stage.__EOS__ Talk a little bit more about what you actually like about it.__EOS__ What I like about it is the creativity. When I watch good soccer players - the way they have to make a play out of nothing. The other night when the United States were playing Portugal and was in trouble during the match - their hard guy, midfielder Jermaine Jones - he worked his way around a screen, dribbled around two defenders - ball swerved, hooked inside the post and scored a goal the U.S. desperately needed. And why did Jermaine Jones shoot that? - not a scorer. It came to him. He saw - He created. I love that creativity.",3
,,
468, Yes. Because they were... __EOS__ ...because he was giving so much useful information. __EOS__ Mm-hmm. Yeah. __EOS__ He was the one who indentified all of the suspects from 9/11. He'd worked with them. He knew them. ,1
,,
469," Well, it says that slavery played a role in the formation of the convention and that too often we had not acted to promote racial equality, and we apologize for that. We lament that. We grieve over that and we repent of it and we ask for the forgiveness of our African-American brothers and sisters. __EOS__ The plea also asked forgiveness for Southern Baptists having failed to support the civil rights movement. At the time of the apology, before a meeting of 25,000 Southern Baptist delegates, Reverend Gary Frost of Ohio delivered this response. __EOS__ On behalf of my black brothers and sisters, we accept your apology and we extend to you our forgiveness in the name of our lord and savior, Jesus Christ. Ephesians Chapter 4, Verses 31 and 32, say let all bitterness and wrath and anger and clamor and evil speaking be put away from you with all malice, and be kind, one to another, tender-hearted, forgiving one another, even as God, for Christ's sake, hath forgiven you. __EOS__ That was Reverend Gary Frost of Ohio, accepting the Southern Baptist Convention's 1995 apology for racism.  Transcript provided by NPR, Copyright NPR.",3
,,
470," No. Well, but it has piqued your curiosity, Scott.__EOS__ What we are trying to do is to get people to think and, you know, not just necessarily to passively consume things but to make people think, 'cause we do a lot of complaints from people saying, oh, that's not true, that's not true. But actually, these things are true. It's a bit like tweeting, you know. I know you're a king tweeter. And to get something that concise is quite difficult. Sometimes you have to leave out bits like qualifications, like nearly, almost, as many as. We tend to round up the numbers a little bit but it's essentially all true.__EOS__ Is there a fact that you just haven't been able to wrestle into verisimilitude, if I could put it that way?__EOS__ Yeah, there's some, I must say, there are things in the book that you wonder who spent their time finding these things out - that giving hamsters Viagra helps them recover from jetlag 50 percent faster. I mean, who put a hamster on a jumbo jet to give it jetlag and then tried some Viagra on it? Who's, who's wasting public money doing this?",0
,,
471," Hi, thanks for having me here. __EOS__ You've got a whole lot going on right now, but I want to start with the ""Web Therapy"" show because it's already in its third season. How did you get into the idea of doing a Web-only show. __EOS__ Well, we were asked - Dan Bucatinsky, my partner and I - we were asked to do a Web series years ago, and the answer was no because we weren't really interested in doing that. They mostly seemed to be sitcoms that were broken up into five-minute segments, and  but I kept thinking about it anyway. And I just had thought, well, if something's on the Web, it should be quick and about the Web, and then I just the worst idea on the world on the Web would be a therapist who only sees people online on an iChat thing and for only three minutes. __EOS__ And then add the fact that she's kind of a jerk, you know. I mean... ",1
,,
472," Here's my question. I seem to remember back when Chrysler bought - or when Daimler bought Chrysler that  they said one reason might have been because Daimler was looking at Chrysler having billions of dollars in the bank to cover health care costs and retirement benefits, and there was some suspicion they might take those funds and use them for other things. I'm just wondering if that ever happened. I'll take my answer off the air. Thank you. __EOS__ Okay, thanks for the call, Nick. Can you help him out, John McElroy? __EOS__ Yeah, absolutely. He's absolutely right. I can't remember the exact figure, but there were some $10 billion or thereabouts flying around, and ka-voom, that money just disappeared as soon as Daimler got its mitts on Chrysler. So where that money went? It probably went into their general accounts fund, and who knows what it was spent on? __EOS__ Mm-hmm. And in terms of return, I wonder - one of the things that Daimler said going into this deal is, you know, we're going to bring all this wonderful German technology to Chrysler and improve their product line. Did Chrysler get benefits on that side of it? ",3
,,
473,"  Lessons in Life,      Music, and the Perfect Blue Hawaiian."" __EOS__  Hi, Jennifer. __EOS__  You talk about how cocktail pianists are in the background, and      at some point you realize you find it unnerving now when people actually      stop and listen. __EOS__  Yes.  I've gotten so used to playing the piano in a noisy      room that when people actually stop and listen to me, it's disconcerting      for me. ",0
,,
474, The original name of Tito Puente's first group was The Picadilly Boys. A promoter kind of gave him that name to sort of cross over into the so-called Anglo-American market.__EOS__ Picadillo becomes Picadilly.__EOS__ Picadillo is actually shredded Cuban beefsteak. It's a dish.__EOS__ Yeah.,2
,,
475," É_›and then, I'll let you go. The only way that I know that I'm getting older is because I still look at women the way I looked at them when I was 20. __EOS__ They just don't look back at me the same way. __EOS__ All right. __EOS__ So you all have a great day. ",0
,,
476," My problem in school was that I would get in trouble and obviously the teacher would call my mother in. And it's funny 'cause we actually just spoke about this recently. I'd always tell her, like, don't worry, I know right now that I'm not getting the grades, but I know that at the end I will get it 'cause I know what I'm doing. I just have trouble paying attention. __EOS__ You are a self-described synesthete, in other words, you see sound. How is that reflected in the music you make? __EOS__ Well, the thing is for a long, long time I ignored it. And it was only being in the last couple of years I've really started to kind of play around in regards to what I see, to what I create. __EOS__ Is there an example of that, because when you're talking, I'm thinking about Sir George Martin who used to say that he thought about Beatles arrangements in terms of colors, a similar sort of thing. Is there a tune on this CD that you find you applied that to? ",2
,,
477," That's right.__EOS__ OK. Well, go ahead. Well, then just go on to the sort of - you had similar experiences, though, of kind of being made to feel that you just weren't good enough. I mean, do you want to talk about that? Just what gave rise to your book? Let's just say that.__EOS__ Well, I think that, when you're raised in Asian household and you're expected to get straight As, you're expected to do everything perfectly and there's no room for mistakes, I think the parents might feel that they are spurring you on, but what happens is you just feel spurned and you learn to detach from them and that's probably not what they wanted in the first place.__EOS__ Anupy, what about you? What's your experience?",3
,,
478," Yeah, and he undercuts the Hemingway story by one word. Actually - this is another thing too, about 'hint' fiction, because the stories are so short, the title is really part of the story. __EOS__ Let me read Eric Siu's story, ""An Impromptu Robbery."" Think about this, Francis Ford Coppola fans. The pen, which was attached to the bank counter, did not go all the way through his throat. __EOS__ Oh, my word. __EOS__ Yes. This is J. Matthews Zoss's ""Houston, We Have a Problem."" ",0
,,
479,"  Let the drums roll out, let the trumpet call, while the people shout, strike up the band...__EOS__ The 1927 classic ""Strike up the Band."" Michael Feinstein strikes up his own song of praise to George and Ira Gershwin with this tune. His musical tribute comes in a new book. It's called ""The Gershwins and Me  A Personal History in Twelve Songs."" It includes a CD of Michael Feinstein singing those very same songs that are in the book. And Michael Feinstein, also known as the Ambassador of the Great American Songbook, joins us now from New York. Thanks very much for being with us.__EOS__ Thank you, Scott. My pleasure.__EOS__ George Gershwin, often considered the classic definitive American composer, died in 1937 at the age of 38. This, of course, was long before you were born. But you knew and worked for his brother, Ira Gershwin, who was also often his lyricist. How did you walk in to Ira Gershwin's life?",0
,,
480," What was it like to go back to Cuba? I know you've been there before. __EOS__ It was really not a nostalgia Chico journey. It was a way of connecting my father back to the island that he loved, a way of bringing peace and also really a nod to the Cuban people and to the great legacy that they gave our American art form; what we call our American art form, jazz. And so when we went down there, it was about also giving my sons a chance to interact with the future and, of course, the Cuban musicians a chance to interact with them as well. __EOS__ What did you think of your father's music when you were growing up? __EOS__ I grew up in New York City. My mother and father spoke with an accent, and so I rejected everything Latin or Cuban. The music that he wrote that was jazz, I embraced it though I wasn't quite yet convinced as a jazz musician. It wasn't until I was 12 that I really discovered Miles Davis and Herbie Hancock that I embraced that part of my father. And I didn't really embrace the Latin Afro-Cuban genius that he was until I was well into my 20s. ",1
,,
481," That had - made of foam - that had straps on the chest so that I could wear it and run with him because three union grips couldn't carry Harvey, let alone one, you know, 155-pound actor.__EOS__ That's hysterical. I'd like to see that. I want to play a scene from another movie that you made. And this - I think this has become something of a cult film. It's called ""Death To Smoochy."" I don't think it did that well at the box office, but I just think it's a wonderful film and worth checking out if you haven't seen it.__EOS__ In Coney Island, no less.__EOS__ In Coney Island, yeah. So you're performing and everybody's basically in a deep nod  as you're singing. So I want to play you singing in the methadone clinic in your pink rhino costume.",1
,,
482," Writing this book seems to have had a profound effect on you, including becoming part of the reason why your personal story has changed. While writing this book you got married, and you and your husband have a son.__EOS__ I had always hoped that I would someday have children, but I'd never known quite when or whether and I certainly didn't know how. And I met John, who's now my husband, at almost exactly the same time that I sold the proposal for this book back in 2001. And he then told me that he had been the donor for some lesbian friends and that they had a son of whom he was the biological father, Oliver - who was supposed to call him ""donor dad"" but because he couldn't quite understand the word, kept calling him ""donut dad"" instead. And then a couple of years later Tammy and Laura asked him to be a donor again and they had a daughter, Lucy. And then one of my best, best, best friends from college had gone through a difficult divorce and she and I were talking about it.__EOS__ Well, your thoughts about becoming a parent were pretty much tested right at birth when your son George was born and there was a period you thought he might have a profound disability. Describe what happened.__EOS__ So George was born. We were all in the delivery room, Laura, who was carrying the pregnancy and John and I. And when he was born they noticed that there had been a knot in his umbilical cord and they said they thought everything was fine but if the knot had tightened that it could've cut off oxygen to his brain.",0
,,
483," Well, yeah, it is. And it - you know that you're not going to be in for a lot of laughs and good times. And he just said it was early. And I knew - first of all, it's not early because half of the play he's 40. And second of all, the older you get, the harder it gets, because physically it's a mother. I mean, it's two hours and 45 minutes on stage for Willy, to begin with, and tearing his guts out to continue. And you can't fake it, which is the final blow.__EOS__ Did you go back - I know you saw the play, but not with Lee J. Cobb. Did you go back and see the movie?__EOS__ I saw the movie long ago. Weirdly, I was at the University of Chicago when I reviewed movies for the - could it have been called ""The Maroon,"" or was that some other school? I don't remember what it was called, possibly ""The Maroon."" And I reviewed the movie of ""Death of a Salesman"" in that paper in Chicago. I don't remember what I said, and I don't remember what I thought. I do remember seeing the play and realizing that we were late seeing it. It was great.__EOS__ When you go back and look at it, obviously you're trying to clean up what actors may have introduced. But also, in the immediate part after you've just staged it, I'm sure you go back and say I made a mistake there. But after you get some distance on it, are there moments, at least, when you can say, hey, not bad?",1
,,
484,"  Where are you from, Israel? __EOS__  No, no. It's Palestinian territory. __EOS__  Your occupation? __EOS__  Yes, it is occupied and for 40 years. ",1
,,
485," Well let me pause here, to re-introduce you. My guest is Jay-Z, and he has a new book. It's called ""Decoded,"" and it is part memoir and part a collection of his lyrics, with the stories behind them. And I want to play another track here. And I want to play ""December 4th"" because it's - it's so autobiographical and about the period of your life that we're talking about, and also because your mother is featured on it.__EOS__ Yeah, I tricked her.__EOS__ We'll actually hear her voice, yeah. Did you say you tricked her?__EOS__ Yeah, it was her birthday. It was actually her birthday - December 4th is my birthday, which is the title of the song - and it was her birthday, September 17th, and I told her to meet me down at the studio, that we were going to go to lunch and - for her birthday.",2
,,
486," Michel, I'm a lawyer. I'm a legislator. I'm an African-American. I live in the district that in particular has ground zero. Not only is it talked about, you see the disparities that exist throughout the system, whether it starts at policing all the way through resources, prosecution, you know, defense availability, sentencing, so thus through the judges. You've seen the disparities that exist across the board.__EOS__ Just to clarify, the crime rate in your district is not twice that of the rest of the country. So do you agree with Marc Mauer that this is really about policy? It's not that the crime there is so out of control that that would lead to this kind of result?__EOS__ I would agree that it is not only about policy but it also about discretion.__EOS__ Hmm. Can you talk a little bit more about that? What do you mean by that?",3
,,
487," Salvage actually means a lot to people around here 'cause we - all of us scrap out metal, all of us. It's like a - just a thing you do. You save your piles of metal and then when you have a lot you go to the - one of the metal recycling centers. They've only recently started calling them metal recycling centers. They were always called, you know, salvage yards.__EOS__ One of Campbell's stories explores a human being who's been tossed on the scrap heap. It's called ""The Inventor.""__EOS__ That story was inspired by a family story. I grew up on a creek and there's a pond right near us, and a generation before there had been a guy who was actually a friend of my uncle's who had built his own homemade scuba gear and had drowned in the pond. And so that was a story that I always knew. It was kind of a local tragedy, and so that was something that had been rattling around in my head since I was about five years old.__EOS__ I have to tell you, in reading that short story, there is in there a memory of that tragedy of a young man who tries this homemade scuba gear and drowns. But that is by no means the most present tragedy in this story. It's almost forgettable compared to what you create on top of it. Would you describe the main character of that story?",0
,,
488," He started explaining this case to me where we received information from a very trusted source that this man had been tortured so badly that his face was unrecognizable. He talked about how he had been tortured psychologically, physically but also sexually. And I kept thinking - I was like, who could this be? Like, this case is very, very severe. So then he told me at the end - and right that it's Abdulhadi al-Khawaja. It was my father being beaten.__EOS__ When you found that out, when you found out this severe case of being beaten beyond recognition was your father, there must have been a moment, I assume, when you thought I have to stop.__EOS__ No. I mean, I never got to the point of thinking I have to stop. But I think, you know, this is the same poor judgment on part of the governments that they thought doing these things will push people to think we have to stop. But it actually has the opposite effect.__EOS__ Razan, someone else that you feature in the film in Libya actually gave his life to the revolution. A 21-year-old American, Muhannad Ben-Sadik, left his home in Virginia and decided to fight with the rebels there in Libya. And here is a piece of his story told by his father, Osama. Take a listen.",1
,,
489," Well, the German colonel in the camp in Kundus thought these fuel trucks to be a major threat to his camp and his soldiers because they could have been transformed into what you might call a rolling fuel bomb. So he ordered in the air strike by  planes, carried out by F15 fighter planes from the U.S. Air Force because he didn't enough ground personnel to tackle the Taliban fighters. __EOS__ And apparently, as many as 142 people killed in that attack. And now, it's believed dozens of civilians died as well. At first, the German military denied that there were any civilian casualties. The two military officials who resigned today, did they know about the civilian casualties? Did they cover it up? __EOS__ They did know about it, even in the evening of the air strike they had reports from German military police that in the hospital of the German armed forces in Kundus, people were treated - very young people, children were treated for injuries they had during that air strike. __EOS__ Mr. Thiels, these resignations are coming at a time of great debate over military involvement in Afghanistan, not just here in the U.S. but also there in Germany. Your parliament has to decide whether to extend Germany's mandate to fight in Afghanistan. Your country has about 4,300 troops there now. What is the tone of that debate? ",3
,,
490," So the outre of ""Glen and Glenda"" was into cross-dressing himself?__EOS__ Yes. I guess my father had not realized that the movie was quite so autobiographical.__EOS__ Your father is such a, was such an interesting mix of famous and not famous. He's in, like, lots of movies. Many are those movies are movies most people have never heard of. He was sometimes a leading man, but often one of the, you know, character actors, secondary actors. And then, after the war, he's in serials. He's in ""Batman and Robin"" serials, playing Commissioner Gordon. In ""Superman"" serials, he's Lex Luther. So everybody seeing these serials, but they're not kind of walking out talking about Lyle Talbot.__EOS__ Mm-hmm. Mm-hmm. Yeah.",3
,,
491," And I went, Oh, no. And so I tried to, I started to re-imagine the story from her point of view. But then as she started to talk, I live in a small town, other people started to talk and I let them talk and they started to, at first it was a kind of elegiac chorusing around a tragedy. And that's how the voices started to come in.  __EOS__ That might be a good time to ask you to read from the book, if we could, in the voice of Susan Hazen.  __EOS__ Certainly. This is the first paragraph of the prologue. And this is Susan Hazen.  __EOS__ I remember reading that, and what struck me was that somehow with that oblique reference to that killing frost.  ",0
,,
492," It actually put Nashville on the map real good because sequin suits and things wasn't working out I think - cheating songs and stuff. These songs were fresh, and they were different from what was going on.__EOS__ And Shaver learned something about his role in country. He would never be as big as the stars who sang his songs, like Waylon Jennings.__EOS__ Because the songs were so big, they were too big for me. I couldn't possibly get them across the way he could.__EOS__  Where do we go? The good Lord only knows. It seems like it was just the other day.",2
,,
493,"   If I don't love you, baby,      grits ain't grocery, eggs ain't poultry and Mona Lisa was a man.  Oh,      yeah! Let's get into it!  Listen! __EOS__  That's ""Grits Ain't Groceries"" from 1969.  Little Milton died of      a brain aneurysm at the Delta Medical Center in Memphis this week.  He      was 70, but still touring and recording music.  His most recent album was      this year's ""Think of Me."" __EOS__  How ya doin', Scooter? __EOS__  I'm fine.  Thank you, sir.  Just fine.  What was Little Milton      like? What do you remember? ",2
,,
494," Fine, thank you. __EOS__ Really, I didn't want to get off track myself either with the question, but I'd really like to hear you talk a little bit about, you know, the natural decisions that we make with what's right and what's wrong with language. And maybe I'm going to hang up after the question, but may you just talk a little bit about where we get our natural sense for language and the path that we take for them. And also, I'd like to - for the listeners, if they could visit meaningfulscience.com. It really gives you meaning to the applications of science today. __EOS__ Okay. Michael. Thanks for that. Let's hear Dr. Pinker's thoughts on that. __EOS__ Well, people do have very strong feelings about what's correct and incorrect in language, which is a mystery to linguists because there actually isn't anyone who decides what's correct or incorrect. And probably, eight out of ten of the judgments of what's correct or incorrect have no basis in anything. People will say it's incorrect to use hopefully to mean it may be hoped that or one mustn't split an infinitive, or you can only use since to refer to time, not to logic. And there's no rhyme or reason to a lot of these prescriptions. And if you go back to the history of language, you find that many brilliant writers have always used the forms that have been deemed incorrect. ",0
,,
495," Let me ask a question. Are you nuts? __EOS__ You know, am I? I would say definitely not. I would think probably more on the sane side than most of the people that live in cities. And really, I'm doing it not only because we're able to but because for us it's like an exploration. What can we do? How far can we go? And really, I do it to continue to develop my relationship with the ocean and have a more intimate and a deeper relationship. __EOS__ Are the number of hundred-foot rogue waves on the rise? __EOS__ What I really discovered from talking to numerous scientists is the answer is most likely yes. A very large rogue wave comes as a result of a very big storm and then the instability of the waves, the steepness. Steep waves lend themselves to sort of freaking out and becoming these rogue waves that are very unstable. ",0
,,
496,"  I am talking about revolution in the way we do mortgages.  It would have to be priced in to the costs of the mortgage. __EOS__  Let's go to Eric in Nevada City, California.  Hi, Eric. __EOS__  Hi, how are you doing? __EOS__  Good.  Go ahead with your comment. ",0
,,
497," The other question I have here, and this is always a question that -you know, politics is the means by which government happens. So I don't mean this in any diminishing way, but there are those who would say  Do you think that this is politically motivated in the sense that the administration wishes to have the support of conservative evangelicals? or is this driven by other factors, values, instinct, the president's own sort of personal conviction about the way these issues ought to be addressed in society? __EOS__ Yes. __EOS__ I know I'm asking for your opinion, so I'm interestedÉ_› __EOS__ Yes and yes. I mean, I think - nothing happens at the White House - from who gets invited to dinner to, you know, what the first kids wear to school - everything's a political decision. ",3
,,
498," Thanks, Melissa. It's great to be here. __EOS__ And now to someone who works on that complicated formula of what makes a great teacher. Steven Farr is with Teach for America. Thats the organization that places top college graduates in urban and rural schools around the country. __EOS__ Thank you for having me. __EOS__ And youve gone from classroom to classroom, watching teachers, figuring out what it is they do, looking at case studies. One thing you found that they share is that they set ambitious goals for their kids. What would you say is an example of what one of those high goals would be? ",1
,,
499," So how did this kind of material go over? __EOS__ Half the people would laugh, obviously, because  and half the people would go - oh. __EOS__ And I'd get half the people laughing, but it was  you just didn't talk about things like that. It was never discussed. Even discussing that my mother wanted me desperately to get married and had a sign up  it sounds so silly now  she had a sign up  Last girl before freeway. __EOS__ And people said  You can't say that. You can't talk about things like that. But in those days, that was pushing the envelope. And it's so funny because I opened things for women that were then able to talk about. ",1
,,
500," I was incredibly lucky. I don't think I could have done this thing. And ""Whatever Happened to the Caped Crusader?"" is essentially a two-part Batman story. I was asked if I'd like to write something that would be a two-part story that could be the last episode of Batman comics and then the last episode of Detective Comics, where Batman started all those years ago. __EOS__ And Detective - DC comics is called Detective Comics because it's DC, Detective Comics. __EOS__ Exactly. And in Detective Comics number 27 back in 1939, Batman made his first appearance. So it was very fitting that the last Batman story in Detective got to be, what, they've got to be in Detective. __EOS__ É_›these forgotten '40s Batman artists. And I was able to - I hope to at least doff my cap to all of them to, you know, 70 years of Batman. ",0
,,
501," Thank you. __EOS__ Rivers Cuomo, front man for Weezer. The band's sixth full-length album, ""The Red Album,"" is in stores now. __EOS__  . __EOS__ This is WEEKEND EDITION from NPR News. I'm Scott Simon.  Transcript provided by NPR, Copyright NPR.",2
,,
502," Okay. All right. Well, thanks so much for calling, Sarah. And I just want to remind everybody that you are listening to TALK OF THE NATION from NPR News. And if you'd like to join our conversation about extreme barbecues, the number is 800-989-8255. That's 800-989-TALK. __EOS__ This is a rig near my hometown in South Carolina, Lynn, in which we'd heard about this, kind of, legendary cooker had what - amounting to a Ferris wheel inside of meat that would roll around and, you know, people had told me about it. And Lisa and I are both reporters and, you know, you get a tip and you start chasing it down. You call on somebody. And this one just had an unusual amount of dead ends in it. You know, it finally got down to the point where we found out that, Lester, the guy, who had built the rig, had died. __EOS__ Inherited the rig, and he was taking care of it and cooking on it and he will cherish it. __EOS__ Oh, right. ",0
,,
503," It's true. And especially, yeah, dissonance on the accordion, playing notes very close together can bring out those overtones. And there's a whole range of effects you can get.__EOS__ Show us some effects you can get.__EOS__ All right, here's some very high notes with special overtones. .You can shake the bellows . You can make it  shimmer like that. You can do these bending notes like I said you before .__EOS__ There's a sort of cluster - nice clusters you can get .",2
,,
504," That's really interesting. You know, one of the things she says É__ one of the things you describe her having said to you when you were young  You're more like me than your parents are. They're more conventional and you have more of a É__ what'd she say? Like a creative spirit or something.__EOS__ Yeah, she said  Your parents are very lovely people but terribly conventional. You're like me; you're an adventurer. You'll have to prove something.__EOS__ Did you take that to heart?__EOS__ I paid attention to it. I didn't know quite what it meant and as I listened to her tell all these stories from her life from her childhood through her stardom, and then even her reflections on the way fashion has changed and the way she was, in her late life, a quite lonely person, I took it all in.",2
,,
505,"  You don't remember me but I remember you, 'twas not so long ago, you broke my heart in two. Tears on my pillow, pain in my heart, caused by you...__EOS__ And now we'll hear what - we'll hear your version.__EOS__ Cool.__EOS__  You don't remember me, but I remember you, not so long ago, you broke my heart in two. Tears on my pillow, pain in my heart caused by you, you...",2
,,
506," You know, I hate to keep coming back to this, but I just flipped a page. Gumbel Greg, Bryant's bushy haired brother, who somehow manages to be more boring and white than his sibling. You got a problem. __EOS__ I don't think so. But I suppose in that context, it might sound that way, yes. __EOS__ Sometimes in this book you complain that advertisers will reduce sports fans to, you know, a stereotype - eating chips, drinking beer, going  with each other. __EOS__ Yes. ",3
,,
507," OK, Mikki, let me bring you into this. I mean, it is true that we have to use IDs for all kinds of things - getting on an airplane even, you know, renting a car, for example. I mean, what if a government makes it very, very easy, I mean, to get a government issued ID? Does that change the argument over IDs at the polls?__EOS__ Well, it will eventually change the argument, but the push to make a bill happen now ignores the fact that significant portion of the population, especially if we're talking about rural black people, in North Carolina for instance, may not have birth certificates. They may not have ever had a photo ID as we think of it. Because for a long time, especially when we're talking - say the 92-year-old woman who sued, you didn't need photo ID to have a job.__EOS__ Yeah.__EOS__ And now we're coming to a place - I've worked in the past for the government, we're coming to a place where we're seeing people - as we talk about cars and passports and whatever, a significant portion of the poor American population does not have access because they were born at home. And that's a conversational topic that I know has been covered in North Carolina. It's not information that they lack.",3
,,
508," Oh, all the time.__EOS__ Really.__EOS__ I go back and fix anything I can find that needs fixing.__EOS__ And that's a new song.",2
,,
509, Yeah. __EOS__ Does this sound like lime peel? __EOS__ No. __EOS__ That's candied lime peel. ,3
,,
510," You know, some have said that the prospects for a two-state solution between Israel and Palestine grow dimmer with time, both because of the actions of Israeli settlers in the West Bank as well as kind of the bitterly fractious leadership among the Palestinians. Do you see a chance for Obama to make headway on this issue? __EOS__ I think it will be extremely difficult. I think that there's a level of despair on both sides in that conflict that says, basically, we just can't move forward; we better settle in for the long war and the long confrontation; there's not going to be any peace. You feel that more and more. That doesn't mean it's impossible to make peace. There are still some frameworks that may be useful, particularly the Arab peace plan of 2002. But the Arab League itself is fractured. They - going into a recent summit in Kuwait, there were two, sort of, counter-summits before it, during the Gaza fighting. __EOS__ He's also talked about, of course, an opening to Iran. There was a piece which you and a colleague wrote about the views of former American hostages, who were, in fact, the last diplomats, American diplomats, to be in Tehran. What insights can you offer about Obama's prospects for a productive engagement of Iran? __EOS__ I think he has to be a tough negotiator, but talking is negotiating, and that was certainly the approach that was being suggested by these former hostages and former senior American diplomats. You know, I don't think they had any illusions about how treacherous, really, the Iranians can be in negotiations and how tough they are. But the key thing that Obama has done, and I think this is an absolutely central - is absolutely central to any kind of peace process, and particularly when dealing with Iran, is to understand that Iran is a rational actor. Ahmadinejad, the president of Iran, may say irrational things, but the policy establishment of Iran is extremely rational. It has different and conflicting objectives with the United States. It doesn't think the way we do, but it doesn't behave illogically and irrationally. And once you understand that, then you say, we're going to sit down and we're going to have tough negotiations and tough talks, and there's going to be a lot of walking away from the table and a lot of walking back, but you can talk. ",0
,,
